actual_value,predicted_value,residual,absolute_residual
400.38,49.06,351.32,351.32
353.4,52.69,300.71,300.71
598.1,43.69,554.4100000000001,554.4100000000001
768.97,43.45,725.52,725.52
751.94,46.36,705.58,705.58
140.31,45.32,94.99000000000001,94.99000000000001
157.61,49.0,108.61000000000001,108.61000000000001
186.16,43.47,142.69,142.69
556.19,43.81,512.3800000000001,512.3800000000001
670.72,46.69,624.03,624.03
178.07,49.95,128.12,128.12
885.86,48.72,837.14,837.14
648.48,42.37,606.11,606.11
672.37,51.36,621.01,621.01
616.73,45.2,571.53,571.53
1055.84,46.07,1009.7699999999999,1009.7699999999999
785.92,46.28,739.64,739.64
560.09,52.89,507.20000000000005,507.20000000000005
250.3,48.63,201.67000000000002,201.67000000000002
551.95,45.16,506.7900000000001,506.7900000000001
1004.28,48.64,955.64,955.64
1130.68,46.33,1084.3500000000001,1084.3500000000001
260.51,51.43,209.07999999999998,209.07999999999998
682.57,45.66,636.9100000000001,636.9100000000001
347.19,45.82,301.37,301.37
616.43,44.6,571.8299999999999,571.8299999999999
798.72,48.79,749.9300000000001,749.9300000000001
1013.54,44.08,969.4599999999999,969.4599999999999
351.42,48.96,302.46000000000004,302.46000000000004
219.21,46.9,172.31,172.31
156.16,48.36,107.8,107.8
989.46,48.65,940.8100000000001,940.8100000000001
647.22,45.15,602.07,602.07
827.65,44.92,782.73,782.73
588.92,43.71,545.2099999999999,545.2099999999999
684.41,50.06,634.3499999999999,634.3499999999999
642.91,44.06,598.8499999999999,598.8499999999999
707.57,47.36,660.21,660.21
744.23,46.49,697.74,697.74
977.38,41.26,936.12,936.12
445.67,50.26,395.41,395.41
682.74,46.71,636.03,636.03
548.18,50.97,497.2099999999999,497.2099999999999
300.87,45.03,255.84,255.84
762.15,49.23,712.92,712.92
148.15,49.74,98.41,98.41
284.45,45.47,238.98,238.98
1037.4,54.68,982.7200000000001,982.7200000000001
265.44,52.52,212.92,212.92
446.26,50.59,395.66999999999996,395.66999999999996
910.65,47.43,863.22,863.22
726.48,47.48,679.0,679.0
382.26,54.55,327.71,327.71
589.09,42.8,546.2900000000001,546.2900000000001
728.5,47.94,680.56,680.56
274.02,45.94,228.07999999999998,228.07999999999998
626.91,45.02,581.89,581.89
862.69,43.87,818.82,818.82
713.49,44.92,668.57,668.57
565.19,43.26,521.9300000000001,521.9300000000001
473.97,46.95,427.02000000000004,427.02000000000004
808.18,45.82,762.3599999999999,762.3599999999999
176.14,48.19,127.94999999999999,127.94999999999999
732.83,49.95,682.88,682.88
302.13,49.9,252.23,252.23
361.06,44.94,316.12,316.12
804.7,44.94,759.76,759.76
381.86,50.46,331.40000000000003,331.40000000000003
558.98,45.17,513.8100000000001,513.8100000000001
573.2,43.94,529.26,529.26
313.89,52.0,261.89,261.89
250.83,48.59,202.24,202.24
726.52,46.53,679.99,679.99
831.4,43.76,787.64,787.64
677.61,45.22,632.39,632.39
219.97,51.4,168.57,168.57
601.79,45.23,556.56,556.56
1028.44,48.56,979.8800000000001,979.8800000000001
1067.18,45.39,1021.7900000000001,1021.7900000000001
1164.95,52.93,1112.02,1112.02
700.21,46.96,653.25,653.25
1161.73,51.09,1110.64,1110.64
448.83,50.17,398.65999999999997,398.65999999999997
587.24,51.37,535.87,535.87
916.77,50.93,865.84,865.84
352.57,48.03,304.53999999999996,304.53999999999996
264.09,42.88,221.20999999999998,221.20999999999998
230.2,43.49,186.70999999999998,186.70999999999998
599.83,53.93,545.9000000000001,545.9000000000001
349.28,45.72,303.55999999999995,303.55999999999995
968.95,44.97,923.98,923.98
391.25,51.8,339.45,339.45
380.41,48.28,332.13,332.13
651.13,51.2,599.93,599.93
442.63,50.65,391.98,391.98
716.17,47.18,668.99,668.99
395.27,50.53,344.74,344.74
565.62,47.51,518.11,518.11
177.44,45.3,132.14,132.14
424.17,40.74,383.43,383.43
632.76,45.47,587.29,587.29
471.35,46.28,425.07000000000005,425.07000000000005
580.48,44.53,535.95,535.95
147.44,49.41,98.03,98.03
487.64,47.12,440.52,440.52
495.95,51.31,444.64,444.64
405.99,40.69,365.3,365.3
496.8,46.8,450.0,450.0
460.17,46.97,413.20000000000005,413.20000000000005
1035.64,48.47,987.1700000000001,987.1700000000001
582.27,44.63,537.64,537.64
999.24,46.86,952.38,952.38
597.5,45.16,552.34,552.34
927.74,43.29,884.45,884.45
250.87,43.53,207.34,207.34
582.1,42.25,539.85,539.85
345.09,43.89,301.2,301.2
575.71,41.58,534.13,534.13
563.82,44.61,519.21,519.21
1130.52,44.22,1086.3,1086.3
250.94,45.15,205.79,205.79
376.68,52.55,324.13,324.13
964.05,48.07,915.9799999999999,915.9799999999999
353.7,48.96,304.74,304.74
549.99,48.6,501.39,501.39
573.14,43.94,529.2,529.2
561.21,40.99,520.22,520.22
252.53,48.81,203.72,203.72
612.46,43.28,569.1800000000001,569.1800000000001
462.23,42.8,419.43,419.43
192.31,48.29,144.02,144.02
980.81,49.12,931.6899999999999,931.6899999999999
1209.4,45.89,1163.51,1163.51
440.54,50.91,389.63,389.63
583.05,51.4,531.65,531.65
239.6,43.5,196.1,196.1
587.07,46.52,540.5500000000001,540.5500000000001
523.44,50.09,473.35,473.35
583.99,47.54,536.45,536.45
230.92,48.48,182.44,182.44
473.32,48.29,425.03,425.03
510.51,49.87,460.64,460.64
512.63,44.9,467.73,467.73
999.79,43.68,956.11,956.11
1083.21,46.68,1036.53,1036.53
201.57,43.47,158.1,158.1
601.03,46.98,554.05,554.05
901.76,45.65,856.11,856.11
466.3,46.45,419.85,419.85
869.58,48.86,820.72,820.72
610.51,46.82,563.6899999999999,563.6899999999999
709.65,45.64,664.01,664.01
359.27,45.4,313.87,313.87
198.85,45.41,153.44,153.44
598.63,48.25,550.38,550.38
812.01,55.57,756.4399999999999,756.4399999999999
283.13,43.52,239.60999999999999,239.60999999999999
561.11,43.09,518.02,518.02
788.19,47.14,741.0500000000001,741.0500000000001
878.52,45.52,833.0,833.0
590.25,45.77,544.48,544.48
445.83,43.65,402.18,402.18
817.91,46.95,770.9599999999999,770.9599999999999
921.41,45.08,876.3299999999999,876.3299999999999
346.72,53.02,293.70000000000005,293.70000000000005
381.57,42.79,338.78,338.78
286.07,53.32,232.75,232.75
518.1,44.08,474.02000000000004,474.02000000000004
601.01,45.6,555.41,555.41
642.83,49.5,593.33,593.33
618.43,47.76,570.67,570.67
992.48,47.0,945.48,945.48
209.22,43.08,166.14,166.14
762.41,48.96,713.4499999999999,713.4499999999999
281.96,46.48,235.48,235.48
636.83,45.66,591.1700000000001,591.1700000000001
665.27,51.67,613.6,613.6
813.93,43.4,770.53,770.53
674.64,49.31,625.3299999999999,625.3299999999999
1113.24,51.66,1061.58,1061.58
174.99,41.54,133.45000000000002,133.45000000000002
476.93,39.71,437.22,437.22
422.17,46.95,375.22,375.22
279.15,45.38,233.76999999999998,233.76999999999998
216.91,44.85,172.06,172.06
786.56,45.65,740.91,740.91
541.05,47.21,493.84,493.84
460.8,46.96,413.84000000000003,413.84000000000003
549.21,48.66,500.55000000000007,500.55000000000007
222.63,48.63,174.0,174.0
570.77,42.5,528.27,528.27
253.89,43.55,210.33999999999997,210.33999999999997
169.15,49.05,120.10000000000001,120.10000000000001
760.11,46.31,713.8,713.8
675.88,49.44,626.44,626.44
570.19,45.62,524.57,524.57
351.04,42.43,308.61,308.61
354.8,49.69,305.11,305.11
866.18,45.53,820.65,820.65
950.52,44.96,905.56,905.56
624.35,48.02,576.33,576.33
183.12,45.54,137.58,137.58
1050.5,48.32,1002.18,1002.18
191.52,44.86,146.66000000000003,146.66000000000003
763.68,49.42,714.26,714.26
401.77,49.47,352.29999999999995,352.29999999999995
595.1,47.03,548.07,548.07
1022.84,44.07,978.77,978.77
199.96,44.83,155.13,155.13
761.04,50.55,710.49,710.49
1169.68,44.23,1125.45,1125.45
367.27,48.91,318.36,318.36
163.59,49.73,113.86000000000001,113.86000000000001
780.17,49.01,731.16,731.16
488.88,47.66,441.22,441.22
381.65,46.4,335.25,335.25
502.2,48.02,454.18,454.18
241.78,46.0,195.78,195.78
1051.84,47.86,1003.9799999999999,1003.9799999999999
661.48,51.19,610.29,610.29
161.72,45.94,115.78,115.78
503.02,50.75,452.27,452.27
998.76,45.73,953.03,953.03
534.88,52.24,482.64,482.64
457.57,50.84,406.73,406.73
688.75,46.22,642.53,642.53
103.59,53.1,50.49,50.49
329.6,43.78,285.82000000000005,285.82000000000005
338.99,42.87,296.12,296.12
545.63,43.36,502.27,502.27
589.7,43.97,545.73,545.73
337.12,47.72,289.4,289.4
448.76,46.27,402.49,402.49
227.49,48.44,179.05,179.05
584.88,53.36,531.52,531.52
511.28,47.84,463.43999999999994,463.43999999999994
1046.85,48.52,998.3299999999999,998.3299999999999
578.55,50.7,527.8499999999999,527.8499999999999
845.8,51.1,794.6999999999999,794.6999999999999
1136.91,48.37,1088.5400000000002,1088.5400000000002
87.1,48.14,38.959999999999994,38.959999999999994
736.08,48.02,688.0600000000001,688.0600000000001
358.77,41.64,317.13,317.13
716.15,49.69,666.46,666.46
292.43,45.47,246.96,246.96
1007.17,46.34,960.8299999999999,960.8299999999999
553.28,50.42,502.85999999999996,502.85999999999996
693.33,43.81,649.52,649.52
919.36,45.24,874.12,874.12
495.83,45.82,450.01,450.01
700.16,43.79,656.37,656.37
485.6,46.51,439.09000000000003,439.09000000000003
418.9,45.47,373.42999999999995,373.42999999999995
129.51,45.48,84.03,84.03
156.26,48.3,107.96,107.96
569.53,45.1,524.43,524.43
959.04,44.88,914.16,914.16
389.72,46.57,343.15000000000003,343.15000000000003
253.99,48.45,205.54000000000002,205.54000000000002
485.5,44.64,440.86,440.86
857.59,43.7,813.89,813.89
810.15,48.1,762.05,762.05
863.24,48.58,814.66,814.66
117.87,52.68,65.19,65.19
699.1,52.4,646.7,646.7
756.53,42.09,714.4399999999999,714.4399999999999
551.19,44.77,506.4200000000001,506.4200000000001
799.03,45.26,753.77,753.77
551.89,51.56,500.33,500.33
741.77,47.65,694.12,694.12
908.21,50.98,857.23,857.23
691.96,46.18,645.7800000000001,645.7800000000001
450.35,46.59,403.76,403.76
1046.01,45.43,1000.58,1000.58
478.15,43.04,435.10999999999996,435.10999999999996
573.99,46.37,527.62,527.62
676.37,45.94,630.4300000000001,630.4300000000001
505.16,43.54,461.62,461.62
341.93,49.63,292.3,292.3
707.32,50.04,657.2800000000001,657.2800000000001
162.05,50.1,111.95000000000002,111.95000000000002
375.0,49.77,325.23,325.23
482.8,47.02,435.78000000000003,435.78000000000003
291.97,44.35,247.62000000000003,247.62000000000003
256.13,49.18,206.95,206.95
909.38,46.44,862.94,862.94
258.56,45.95,212.61,212.61
321.62,52.57,269.05,269.05
201.09,45.88,155.21,155.21
132.31,48.91,83.4,83.4
936.08,42.97,893.11,893.11
477.63,48.58,429.05,429.05
1158.17,52.66,1105.51,1105.51
793.29,44.45,748.8399999999999,748.8399999999999
822.16,46.11,776.05,776.05
549.72,46.16,503.56000000000006,503.56000000000006
704.12,50.64,653.48,653.48
428.89,50.19,378.7,378.7
639.09,45.45,593.64,593.64
1024.66,48.43,976.2300000000001,976.2300000000001
554.91,48.65,506.26,506.26
927.57,45.73,881.84,881.84
489.52,44.13,445.39,445.39
370.87,41.07,329.8,329.8
661.8,48.53,613.27,613.27
467.47,46.48,420.99,420.99
935.38,48.36,887.02,887.02
640.45,45.73,594.72,594.72
371.42,43.24,328.18,328.18
1135.51,44.23,1091.28,1091.28
365.33,54.01,311.32,311.32
604.61,45.91,558.7,558.7
744.18,46.71,697.4699999999999,697.4699999999999
373.92,43.64,330.28000000000003,330.28000000000003
499.1,43.14,455.96000000000004,455.96000000000004
273.65,43.54,230.10999999999999,230.10999999999999
985.23,48.33,936.9,936.9
1005.21,50.4,954.8100000000001,954.8100000000001
584.25,48.32,535.93,535.93
454.84,46.87,407.96999999999997,407.96999999999997
250.43,48.41,202.02,202.02
429.36,47.42,381.94,381.94
409.73,45.84,363.89,363.89
617.45,45.12,572.33,572.33
112.01,42.52,69.49000000000001,69.49000000000001
666.28,54.89,611.39,611.39
729.45,50.56,678.8900000000001,678.8900000000001
494.27,43.67,450.59999999999997,450.59999999999997
653.76,47.13,606.63,606.63
1136.82,44.11,1092.71,1092.71
597.86,42.0,555.86,555.86
621.91,46.6,575.31,575.31
236.47,48.55,187.92000000000002,187.92000000000002
709.36,46.87,662.49,662.49
384.05,42.76,341.29,341.29
210.06,45.73,164.33,164.33
605.92,41.85,564.0699999999999,564.0699999999999
484.08,43.25,440.83,440.83
959.44,48.24,911.2,911.2
1015.74,43.62,972.12,972.12
122.42,43.37,79.05000000000001,79.05000000000001
504.64,39.8,464.84,464.84
457.57,47.1,410.46999999999997,410.46999999999997
937.76,43.06,894.7,894.7
1069.84,46.32,1023.5199999999999,1023.5199999999999
247.64,47.75,199.89,199.89
544.01,43.91,500.1,500.1
596.03,41.62,554.41,554.41
591.16,45.9,545.26,545.26
410.37,46.09,364.28,364.28
169.35,49.27,120.07999999999998,120.07999999999998
262.58,53.36,209.21999999999997,209.21999999999997
665.78,49.97,615.81,615.81
398.25,46.75,351.5,351.5
698.58,50.21,648.37,648.37
853.01,50.64,802.37,802.37
552.45,51.95,500.50000000000006,500.50000000000006
968.07,48.55,919.5200000000001,919.5200000000001
553.2,46.62,506.58000000000004,506.58000000000004
120.39,44.74,75.65,75.65
430.97,51.01,379.96000000000004,379.96000000000004
188.33,48.63,139.70000000000002,139.70000000000002
487.8,50.63,437.17,437.17
580.57,51.61,528.96,528.96
232.32,46.41,185.91,185.91
641.77,48.14,593.63,593.63
75.18,49.74,25.440000000000005,25.440000000000005
311.48,49.8,261.68,261.68
230.78,44.41,186.37,186.37
620.46,43.74,576.72,576.72
266.43,52.6,213.83,213.83
246.51,44.78,201.73,201.73
620.72,45.53,575.19,575.19
232.85,46.52,186.32999999999998,186.32999999999998
878.61,46.76,831.85,831.85
612.73,41.97,570.76,570.76
595.55,41.3,554.25,554.25
578.57,48.75,529.82,529.82
332.84,48.5,284.34,284.34
644.6,42.41,602.19,602.19
594.43,48.7,545.7299999999999,545.7299999999999
464.76,47.04,417.71999999999997,417.71999999999997
326.25,45.79,280.46,280.46
293.71,42.24,251.46999999999997,251.46999999999997
387.3,43.7,343.6,343.6
505.38,45.31,460.07,460.07
791.45,43.33,748.12,748.12
484.99,43.72,441.27,441.27
792.78,45.19,747.5899999999999,747.5899999999999
580.35,48.78,531.57,531.57
562.48,42.56,519.9200000000001,519.9200000000001
605.89,44.38,561.51,561.51
171.75,53.59,118.16,118.16
396.98,46.77,350.21000000000004,350.21000000000004
625.72,44.56,581.1600000000001,581.1600000000001
245.8,50.28,195.52,195.52
480.49,50.82,429.67,429.67
1026.94,44.17,982.7700000000001,982.7700000000001
876.38,48.92,827.46,827.46
1155.23,49.27,1105.96,1105.96
1161.78,47.42,1114.36,1114.36
1003.47,48.28,955.19,955.19
540.14,44.15,495.99,495.99
970.75,45.89,924.86,924.86
959.98,44.8,915.1800000000001,915.1800000000001
1050.69,48.29,1002.4000000000001,1002.4000000000001
608.97,43.91,565.0600000000001,565.0600000000001
355.51,42.24,313.27,313.27
166.68,50.29,116.39000000000001,116.39000000000001
903.06,44.96,858.0999999999999,858.0999999999999
452.61,50.73,401.88,401.88
416.79,45.27,371.52000000000004,371.52000000000004
404.07,51.07,353.0,353.0
469.95,48.0,421.95,421.95
204.93,41.25,163.68,163.68
480.69,39.72,440.97,440.97
918.85,51.4,867.45,867.45
370.12,50.52,319.6,319.6
905.68,44.92,860.76,860.76
985.71,47.06,938.6500000000001,938.6500000000001
322.31,52.41,269.9,269.9
497.81,47.43,450.38,450.38
343.09,46.76,296.33,296.33
569.47,43.21,526.26,526.26
906.34,48.68,857.6600000000001,857.6600000000001
497.79,48.62,449.17,449.17
993.57,49.52,944.0500000000001,944.0500000000001
261.02,49.12,211.89999999999998,211.89999999999998
494.85,46.17,448.68,448.68
472.45,51.33,421.12,421.12
378.0,50.99,327.01,327.01
580.64,52.97,527.67,527.67
605.06,47.0,558.06,558.06
920.03,46.29,873.74,873.74
158.53,49.75,108.78,108.78
893.06,47.36,845.6999999999999,845.6999999999999
373.1,54.48,318.62,318.62
103.94,44.69,59.25,59.25
765.87,42.95,722.92,722.92
137.59,45.44,92.15,92.15
706.36,47.47,658.89,658.89
1055.61,46.3,1009.31,1009.31
256.76,51.8,204.95999999999998,204.95999999999998
488.77,46.17,442.59999999999997,442.59999999999997
245.31,46.63,198.68,198.68
634.47,47.11,587.36,587.36
244.77,50.59,194.18,194.18
194.47,48.87,145.6,145.6
142.89,49.44,93.44999999999999,93.44999999999999
634.92,41.67,593.25,593.25
684.2,44.73,639.47,639.47
1151.49,52.88,1098.61,1098.61
224.79,48.67,176.12,176.12
243.42,51.49,191.92999999999998,191.92999999999998
609.74,46.47,563.27,563.27
848.42,44.92,803.5,803.5
507.22,46.7,460.52000000000004,460.52000000000004
84.49,42.53,41.959999999999994,41.959999999999994
516.29,44.62,471.66999999999996,471.66999999999996
903.24,46.48,856.76,856.76
469.98,46.83,423.15000000000003,423.15000000000003
670.82,47.28,623.5400000000001,623.5400000000001
294.75,42.39,252.36,252.36
756.73,52.38,704.35,704.35
624.59,44.24,580.35,580.35
420.75,51.06,369.69,369.69
156.33,43.03,113.30000000000001,113.30000000000001
384.24,45.93,338.31,338.31
478.03,48.02,430.01,430.01
586.78,41.53,545.25,545.25
813.17,46.09,767.0799999999999,767.0799999999999
391.56,48.05,343.51,343.51
655.31,42.32,612.9899999999999,612.9899999999999
686.11,48.48,637.63,637.63
255.47,43.6,211.87,211.87
809.85,44.84,765.01,765.01
804.77,48.72,756.05,756.05
231.3,46.18,185.12,185.12
475.08,46.88,428.2,428.2
653.18,51.98,601.1999999999999,601.1999999999999
232.12,49.54,182.58,182.58
813.58,44.62,768.96,768.96
502.33,44.89,457.44,457.44
497.27,46.96,450.31,450.31
281.26,45.04,236.22,236.22
346.36,47.19,299.17,299.17
439.76,50.47,389.28999999999996,389.28999999999996
738.28,47.22,691.06,691.06
955.43,43.38,912.05,912.05
523.04,46.8,476.23999999999995,476.23999999999995
804.92,45.72,759.1999999999999,759.1999999999999
896.75,45.65,851.1,851.1
513.38,45.15,468.23,468.23
664.01,48.47,615.54,615.54
377.88,52.55,325.33,325.33
1140.03,47.04,1092.99,1092.99
213.93,48.09,165.84,165.84
392.77,46.67,346.09999999999997,346.09999999999997
564.68,51.13,513.55,513.55
875.35,49.81,825.54,825.54
944.57,48.95,895.62,895.62
1141.21,48.85,1092.3600000000001,1092.3600000000001
1086.02,45.84,1040.18,1040.18
781.52,43.56,737.96,737.96
740.19,48.03,692.1600000000001,692.1600000000001
546.3,50.24,496.05999999999995,496.05999999999995
835.34,48.42,786.9200000000001,786.9200000000001
1068.73,50.59,1018.14,1018.14
495.86,45.74,450.12,450.12
548.78,41.03,507.75,507.75
595.83,44.68,551.1500000000001,551.1500000000001
887.24,46.45,840.79,840.79
281.84,44.87,236.96999999999997,236.96999999999997
295.57,45.4,250.17,250.17
613.3,41.89,571.41,571.41
749.17,51.72,697.4499999999999,697.4499999999999
348.93,46.2,302.73,302.73
187.16,45.27,141.89,141.89
644.13,44.94,599.19,599.19
352.04,49.62,302.42,302.42
712.91,46.14,666.77,666.77
347.93,43.73,304.2,304.2
811.72,43.29,768.4300000000001,768.4300000000001
813.92,47.63,766.29,766.29
1016.28,48.5,967.78,967.78
399.13,46.32,352.81,352.81
275.52,43.55,231.96999999999997,231.96999999999997
410.47,47.02,363.45000000000005,363.45000000000005
731.46,43.83,687.63,687.63
271.99,44.81,227.18,227.18
561.58,47.14,514.44,514.44
223.2,48.02,175.17999999999998,175.17999999999998
621.46,48.68,572.7800000000001,572.7800000000001
881.13,44.97,836.16,836.16
598.79,44.49,554.3,554.3
819.11,46.09,773.02,773.02
429.34,46.54,382.79999999999995,382.79999999999995
512.08,43.95,468.13000000000005,468.13000000000005
758.84,47.75,711.09,711.09
610.8,44.07,566.7299999999999,566.7299999999999
549.58,50.24,499.34000000000003,499.34000000000003
491.82,48.63,443.19,443.19
1007.83,47.08,960.75,960.75
759.28,49.2,710.0799999999999,710.0799999999999
473.25,49.08,424.17,424.17
959.09,48.47,910.62,910.62
948.03,40.74,907.29,907.29
315.15,49.69,265.46,265.46
378.44,43.69,334.75,334.75
712.49,43.77,668.72,668.72
452.71,48.69,404.02,404.02
529.55,44.71,484.84,484.84
1117.01,51.98,1065.03,1065.03
910.24,46.83,863.41,863.41
571.13,48.29,522.84,522.84
564.16,52.99,511.16999999999996,511.16999999999996
345.1,44.49,300.61,300.61
275.52,45.49,230.02999999999997,230.02999999999997
395.76,45.83,349.93,349.93
588.64,45.83,542.81,542.81
695.52,45.46,650.06,650.06
839.72,43.94,795.78,795.78
175.61,53.36,122.25000000000001,122.25000000000001
742.15,48.2,693.9499999999999,693.9499999999999
973.66,48.71,924.9499999999999,924.9499999999999
435.2,45.23,389.96999999999997,389.96999999999997
303.5,45.98,257.52,257.52
470.86,43.19,427.67,427.67
410.12,45.04,365.08,365.08
161.65,49.72,111.93,111.93
627.92,46.2,581.7199999999999,581.7199999999999
918.11,50.99,867.12,867.12
306.87,49.38,257.49,257.49
370.13,45.87,324.26,324.26
393.44,47.04,346.4,346.4
329.03,45.37,283.65999999999997,283.65999999999997
898.18,48.78,849.4,849.4
1148.86,49.18,1099.6799999999998,1099.6799999999998
886.61,46.46,840.15,840.15
730.03,46.57,683.4599999999999,683.4599999999999
164.44,53.42,111.02,111.02
809.42,46.05,763.37,763.37
272.64,44.5,228.14,228.14
166.29,50.05,116.24,116.24
581.21,47.28,533.9300000000001,533.9300000000001
99.85,42.45,57.39999999999999,57.39999999999999
169.83,49.7,120.13000000000001,120.13000000000001
259.77,45.68,214.08999999999997,214.08999999999997
239.12,50.9,188.22,188.22
295.35,42.84,252.51000000000002,252.51000000000002
1010.12,44.06,966.06,966.06
530.2,43.93,486.27000000000004,486.27000000000004
207.42,46.33,161.08999999999997,161.08999999999997
546.19,48.63,497.56000000000006,497.56000000000006
156.85,43.61,113.24,113.24
908.97,49.29,859.6800000000001,859.6800000000001
977.29,47.18,930.11,930.11
568.69,48.28,520.4100000000001,520.4100000000001
465.87,44.75,421.12,421.12
303.25,43.25,260.0,260.0
652.78,44.61,608.17,608.17
339.14,43.59,295.54999999999995,295.54999999999995
666.72,49.4,617.32,617.32
351.82,55.88,295.94,295.94
984.79,47.83,936.9599999999999,936.9599999999999
463.04,50.65,412.39000000000004,412.39000000000004
562.79,51.83,510.96,510.96
256.45,47.69,208.76,208.76
122.93,44.76,78.17000000000002,78.17000000000002
914.95,50.95,864.0,864.0
946.24,43.86,902.38,902.38
469.71,46.48,423.22999999999996,423.22999999999996
241.71,44.26,197.45000000000002,197.45000000000002
403.33,48.24,355.09,355.09
1050.79,45.47,1005.3199999999999,1005.3199999999999
194.07,41.92,152.14999999999998,152.14999999999998
583.5,47.5,536.0,536.0
661.13,49.31,611.8199999999999,611.8199999999999
542.98,52.17,490.81,490.81
927.84,48.52,879.32,879.32
568.57,45.74,522.83,522.83
542.41,52.12,490.28999999999996,490.28999999999996
663.81,49.79,614.02,614.02
1160.78,43.9,1116.8799999999999,1116.8799999999999
643.26,45.87,597.39,597.39
184.71,50.66,134.05,134.05
326.13,53.05,273.08,273.08
262.42,52.05,210.37,210.37
522.09,44.75,477.34000000000003,477.34000000000003
477.27,42.35,434.91999999999996,434.91999999999996
111.19,42.55,68.64,68.64
919.77,48.45,871.3199999999999,871.3199999999999
97.5,49.24,48.26,48.26
1009.65,49.51,960.14,960.14
497.55,51.42,446.13,446.13
437.1,43.54,393.56,393.56
627.63,44.31,583.3199999999999,583.3199999999999
167.64,43.58,124.05999999999999,124.05999999999999
860.4,51.41,808.99,808.99
154.28,50.25,104.03,104.03
666.62,51.71,614.91,614.91
677.93,49.58,628.3499999999999,628.3499999999999
576.09,42.56,533.53,533.53
369.04,49.12,319.92,319.92
442.64,46.96,395.68,395.68
210.1,44.99,165.10999999999999,165.10999999999999
650.97,42.78,608.19,608.19
337.49,46.51,290.98,290.98
852.55,44.75,807.8,807.8
444.53,49.08,395.45,395.45
832.82,54.08,778.74,778.74
1137.71,47.58,1090.13,1090.13
980.13,48.17,931.96,931.96
796.21,48.57,747.64,747.64
882.52,49.45,833.0699999999999,833.0699999999999
630.68,48.96,581.7199999999999,581.7199999999999
771.85,53.1,718.75,718.75
245.79,49.2,196.58999999999997,196.58999999999997
749.94,46.71,703.23,703.23
232.5,47.59,184.91,184.91
250.69,51.74,198.95,198.95
671.15,46.1,625.05,625.05
656.32,43.9,612.4200000000001,612.4200000000001
253.34,51.81,201.53,201.53
272.94,42.45,230.49,230.49
345.43,47.18,298.25,298.25
809.75,46.19,763.56,763.56
229.25,50.17,179.07999999999998,179.07999999999998
805.44,46.08,759.36,759.36
604.49,44.44,560.05,560.05
553.21,52.73,500.48,500.48
503.58,43.89,459.69,459.69
324.52,49.75,274.77,274.77
381.84,42.75,339.09,339.09
376.38,48.47,327.90999999999997,327.90999999999997
268.22,51.63,216.59000000000003,216.59000000000003
573.09,47.21,525.88,525.88
839.61,45.48,794.13,794.13
406.47,49.72,356.75,356.75
529.56,46.75,482.80999999999995,482.80999999999995
417.64,44.81,372.83,372.83
411.36,51.62,359.74,359.74
805.41,50.35,755.06,755.06
757.2,52.63,704.57,704.57
214.38,45.14,169.24,169.24
368.66,54.07,314.59000000000003,314.59000000000003
828.7,45.07,783.63,783.63
1113.68,51.72,1061.96,1061.96
350.46,45.87,304.59,304.59
252.47,49.2,203.26999999999998,203.26999999999998
223.87,51.66,172.21,172.21
719.78,48.18,671.6,671.6
564.25,42.96,521.29,521.29
332.38,52.53,279.85,279.85
766.81,48.88,717.93,717.93
369.73,42.9,326.83000000000004,326.83000000000004
464.89,48.49,416.4,416.4
868.88,49.78,819.1,819.1
788.53,48.19,740.3399999999999,740.3399999999999
169.6,49.45,120.14999999999999,120.14999999999999
328.03,49.46,278.57,278.57
390.33,52.51,337.82,337.82
244.06,47.63,196.43,196.43
285.34,48.76,236.57999999999998,236.57999999999998
606.11,45.01,561.1,561.1
221.16,42.58,178.57999999999998,178.57999999999998
804.43,45.12,759.31,759.31
335.67,53.01,282.66,282.66
402.61,52.92,349.69,349.69
115.95,49.48,66.47,66.47
239.53,48.87,190.66,190.66
596.47,45.96,550.51,550.51
361.83,54.0,307.83,307.83
178.39,52.22,126.16999999999999,126.16999999999999
420.57,51.15,369.42,369.42
166.1,48.32,117.78,117.78
694.79,45.89,648.9,648.9
230.22,45.66,184.56,184.56
642.48,45.21,597.27,597.27
862.89,49.37,813.52,813.52
439.72,43.13,396.59000000000003,396.59000000000003
161.81,48.24,113.57,113.57
1155.09,49.13,1105.9599999999998,1105.9599999999998
756.98,49.4,707.58,707.58
948.04,48.14,899.9,899.9
305.7,52.18,253.51999999999998,253.51999999999998
553.71,48.04,505.67,505.67
422.14,51.31,370.83,370.83
1146.2,49.0,1097.2,1097.2
1178.33,51.52,1126.81,1126.81
1025.23,44.04,981.19,981.19
531.88,51.99,479.89,479.89
209.41,47.08,162.32999999999998,162.32999999999998
472.16,48.72,423.44000000000005,423.44000000000005
671.4,46.59,624.81,624.81
762.61,48.86,713.75,713.75
1139.24,47.04,1092.2,1092.2
455.87,47.58,408.29,408.29
237.98,47.51,190.47,190.47
917.02,50.95,866.0699999999999,866.0699999999999
589.38,42.51,546.87,546.87
635.56,47.89,587.67,587.67
542.95,51.59,491.36,491.36
745.75,53.55,692.2,692.2
241.72,49.35,192.37,192.37
155.0,48.87,106.13,106.13
609.25,44.38,564.87,564.87
367.98,47.36,320.62,320.62
357.48,45.33,312.15000000000003,312.15000000000003
444.41,49.6,394.81,394.81
485.61,46.55,439.06,439.06
